,"('spectral_bandwidth', 'kurtosis', '01')","('spectral_bandwidth', 'max', '01')","('spectral_bandwidth', 'mean', '01')","('spectral_bandwidth', 'median', '01')","('spectral_bandwidth', 'min', '01')","('spectral_bandwidth', 'skew', '01')","('spectral_bandwidth', 'std', '01')","('spectral_centroid', 'kurtosis', '01')","('spectral_centroid', 'max', '01')","('spectral_centroid', 'mean', '01')","('spectral_centroid', 'median', '01')","('spectral_centroid', 'min', '01')","('spectral_centroid', 'skew', '01')","('spectral_centroid', 'std', '01')","('spectral_rolloff', 'kurtosis', '01')","('spectral_rolloff', 'max', '01')","('spectral_rolloff', 'mean', '01')","('spectral_rolloff', 'median', '01')","('spectral_rolloff', 'min', '01')","('spectral_rolloff', 'skew', '01')","('spectral_rolloff', 'std', '01')","('zcr', 'kurtosis', '01')","('zcr', 'max', '01')","('zcr', 'mean', '01')","('zcr', 'median', '01')","('zcr', 'min', '01')","('zcr', 'skew', '01')","('zcr', 'std', '01')","('rmse', 'kurtosis', '01')","('rmse', 'max', '01')","('rmse', 'mean', '01')","('rmse', 'median', '01')","('rmse', 'min', '01')","('rmse', 'skew', '01')","('rmse', 'std', '01')",genre_top
16,0.12912793458,3960.7824707,1954.8189697,1832.1364746,429.04190063,0.74982082844,670.32458496,2.4885275364,7248.1186523,1747.9152832,1428.4750977,90.681091309,1.4967030287,1149.9219971,0.010889939032,9517.6757812,3513.3046875,3079.2480469,64.599609375,0.82003813982,2325.0615234,10.732069969,0.72412109375,0.069783508778,0.04736328125,0.00244140625,2.7587327957,0.074427351356,-0.35715866089,20.894657135,8.2368783951,7.6891417503,0.039955176413,0.39910930395,4.3241491318,3
17,9.8890914917,3653.4145508,570.22894287,514.84222412,0.0,2.6146056652,217.2837677,50.559150696,7170.8720703,394.73764038,327.69598389,0.0,4.7663207054,255.50964355,22.102184296,10206.738281,758.89233398,624.46289062,0.0,3.6550824642,517.00030518,19.749809265,0.15576171875,0.018348352984,0.0146484375,0.0,3.9819030762,0.01519139763,3.0739612579,11.642274857,2.4275209904,1.9749597311,0.0,1.6240053177,1.5608712435,6
18,0.35662466288,3527.4907227,1121.3365479,880.64581299,277.75189209,1.1483871937,708.66375732,5.6605973244,5425.3540039,640.61474609,415.7706604,72.818359375,2.1424725056,607.0267334,3.0428042412,9226.9775391,1321.3227539,570.62988281,86.1328125,1.9045222998,1632.6009521,10.258613586,0.18359375,0.01561095193,0.01123046875,0.00146484375,2.5239069462,0.015443153679,-1.5012513399,15.460441589,6.4613866806,6.9782776833,9.3883936643e-05,0.049611661583,4.0354251862,2
19,8.4419717789,3647.7519531,961.28094482,869.74993896,390.86035156,2.526219368,391.58050537,49.968894958,6269.2548828,715.01025391,601.41009521,151.49926758,6.5644159317,645.11187744,27.57062149,9517.6757812,1307.6270752,1065.8935547,139.96582031,4.7885260582,1108.951416,71.079238892,0.61474609375,0.033650159836,0.025390625,0.0048828125,8.2631788254,0.061082042754,1.4436168671,23.922964096,13.449604988,13.940651894,0.00029568202444,-0.80807942152,3.960457325,5
20,0.39812350273,3795.5449219,1146.9434814,1092.9663086,199.73268127,0.70291209221,517.23657227,26.457401276,6160.0576172,758.15270996,594.25982666,108.08596039,4.0253272057,634.50817871,5.4553923607,9377.7099609,1476.4963379,958.22753906,43.06640625,1.9499056339,1402.8743896,53.775417328,0.49755859375,0.027073124424,0.0185546875,0.00244140625,6.3935418129,0.037522684783,0.68434548378,16.621660233,3.7940094471,2.9280481339,0.00028913814458,1.0556538105,2.9069304466,2
21,-0.4993712604,3325.236084,1894.9730225,1892.2275391,819.85095215,0.17314596474,454.74508667,0.43640655279,4106.2875977,1673.3432617,1542.2015381,633.99023438,0.86794406176,548.48461914,-0.051209788769,8193.3837891,3461.552002,3229.9804688,1184.3261719,0.79605793953,1381.9508057,4.1955723763,0.30712890625,0.070382878184,0.0634765625,0.00830078125,1.6464990377,0.036775339395,-0.35762286186,6.7907552719,2.3406691551,2.2026159763,0.00098061037716,0.39443904161,1.1083316803,2
22,-0.3762678802,4247.8764648,1828.3636475,1894.6170654,0.0,-0.35508361459,704.984375,0.96544253826,6049.2875977,1302.1478271,1109.050293,0.0,1.0052264929,826.34197998,-1.0230724812,9991.40625,2756.668457,2702.4169922,0.0,0.26717460155,1882.444458,6.936920166,0.48828125,0.059463333338,0.03662109375,0.0,2.3917677402,0.062211114913,-0.20033311844,15.650229454,3.7808439732,3.3627147675,0.0,0.56341719627,2.8618686199,1
23,3.1508393288,4072.1311035,1181.0563965,913.24475098,465.57202148,1.9345302582,735.70452881,24.210794449,8750.4970703,787.73699951,399.6423645,146.09007263,4.623152256,1235.6590576,5.9996228218,9905.2734375,1426.6334229,549.09667969,107.66601562,2.6315336227,2204.4677734,39.360683441,0.85498046875,0.038539204746,0.01416015625,0.001953125,6.1737294197,0.11389104277,0.51243901253,18.142463684,4.5322656631,4.7195081711,0.0024334480986,0.43708559871,2.9602928162,6
24,1.6542650461,3856.1962891,2513.0302734,2516.5253906,1785.5805664,0.2157818675,222.3187561,6.9141755104,7297.7016602,1905.9543457,1793.2974854,688.1786499,1.6461229324,635.35864258,1.2381342649,9506.9091797,4976.847168,4984.9365234,527.56347656,-0.20532980561,1241.8598633,16.298337936,0.4453125,0.052318129689,0.04296875,0.00341796875,3.0391318798,0.039609629661,-0.38845872879,7.7967505455,2.1198294163,1.8757175207,0.0017225466436,0.62562412024,1.5324372053,3
25,-0.90442961454,3828.9682617,1133.5314941,772.14147949,432.44561768,0.58195030689,542.46313477,1.049918294,6541.9335938,1199.9918213,878.68377686,301.78421021,0.80747121572,644.60614014,-0.41627150774,10131.37207,2181.9255371,1302.7587891,419.89746094,0.7008754611,1400.7630615,1.7072557211,0.39208984375,0.07071378082,0.05810546875,0.0,1.0317369699,0.038069188595,-1.1957838535,8.2695026398,2.9341826439,2.5919795036,7.8609140473e-05,0.27849459648,1.9280655384,4
26,0.96125566959,3004.7646484,1720.3024902,1723.5705566,637.12518311,-0.45079466701,328.79379272,1.404122591,3916.4848633,1284.2578125,1274.2053223,319.08261108,0.10174631327,312.93106079,0.14756943285,6944.4580078,2924.0241699,2799.3164062,495.26367188,0.34171098471,892.16833496,2.171194315,0.16748046875,0.045610982925,0.0439453125,0.00390625,0.72177606821,0.016104815528,2.4832282066,9.9458560944,4.4416222572,4.388531208,0.00072266190546,0.069504909217,0.98358184099,0
27,0.25090396404,3744.5280762,1345.9544678,1239.0577393,0.0,0.65286058187,622.47375488,12.053632736,5470.3769531,786.26898193,587.99285889,0.0,3.0555582047,633.55273438,4.353243351,9528.4423828,1397.8309326,785.96191406,0.0,2.1268212795,1463.7860107,46.937290192,0.41162109375,0.025135261938,0.0166015625,0.0,6.5649929047,0.038831371814,0.30648303032,8.300154686,2.9674682617,2.7345664501,0.0,0.33604246378,1.3497018814,4
28,-0.25002357364,3743.8374023,1828.7335205,1732.434082,0.0,0.34442198277,706.89691162,1.9459831715,5510.4643555,1404.453125,1289.6713867,0.0,1.1637096405,723.6942749,0.14716629684,9496.1425781,3088.4311523,2637.8173828,0.0,0.94335609674,1909.8511963,8.3656730652,0.35546875,0.052574176341,0.04833984375,0.0,1.8426731825,0.02970646508,0.13587260246,17.517627716,4.8344054222,4.1845097542,0.0,0.72409421206,2.9868400097,0
29,-1.1897556782,3545.9208984,1165.0682373,736.69873047,0.0,0.53964358568,712.64520264,0.22988310456,5576.4116211,1034.1817627,655.83630371,0.0,1.18676126,993.91687012,-0.76670295,9474.609375,2043.1391602,1012.0605469,0.0,0.83696144819,1897.6791992,12.195323944,0.33447265625,0.02912943624,0.01220703125,0.0,2.6179955006,0.034475494176,0.2778942585,9.1328601837,3.2752597332,3.6968333721,0.0,-0.32476764917,1.602662921,2
30,0.53032338619,3320.3798828,1599.817627,1545.3863525,608.22192383,0.73452395201,426.83859253,8.7734127045,6190.7358398,1321.5529785,1107.0855713,304.39663696,2.7036032677,781.01373291,1.5320991278,9226.9775391,2673.5097656,2045.6542969,139.96582031,1.3832240105,1575.3599854,23.77397728,0.56103515625,0.052762050182,0.03759765625,0.0048828125,4.6378121376,0.065762743354,-0.24927067757,11.913644791,2.5390753746,2.4908411503,7.8651806689e-05,0.45651364326,1.7393163443,4
31,1.0877925158,3472.8571777,1230.1697998,1213.9500732,436.94717407,0.72365343571,447.22286987,8.660490036,5662.5327148,929.09960938,860.55279541,186.04205322,2.1714339256,574.44763184,2.3242337704,9453.0761719,1858.3929443,1808.7890625,161.49902344,1.0443716049,1204.3414307,29.26615715,0.40234375,0.036967944354,0.0283203125,0.0009765625,4.4472799301,0.036401286721,3.4141111374,8.3161869049,1.3812093735,1.1961708069,3.1581946587e-06,1.3289272785,0.96904498339,5
32,1.6982420683,3132.9165039,1386.6520996,1335.868042,632.39190674,1.0660364628,313.04464722,35.148651123,5442.3173828,813.55578613,688.78485107,160.20820618,5.06208992,561.45782471,17.220067978,8602.5146484,1419.0224609,1205.859375,118.43261719,3.338742733,1044.1755371,57.230613708,0.46826171875,0.027245439589,0.01513671875,0.00390625,6.8972225189,0.045729566365,0.7336332798,13.990982056,3.4335019588,3.4254534245,0.00067673949525,0.25638747215,1.7075502872,4
33,0.51762545109,3427.1130371,918.94580078,850.59991455,0.0,0.82584738731,327.22915649,11.112486839,5864.2338867,764.14923096,711.36743164,0.0,1.6373780966,263.99157715,6.2901501656,9528.4423828,1352.6187744,1162.7929688,0.0,1.8769680262,639.17694092,5.4424877167,0.19677734375,0.042282514274,0.03955078125,0.0,1.42223382,0.014839403331,0.9209883213,11.932627678,3.9093484879,3.7923111916,0.0,0.60152173042,1.3952094316,1
34,-0.77093148232,3313.2036133,1705.2930908,1701.1715088,574.1897583,0.066395573318,400.73397827,0.20554612577,5516.6860352,1470.5178223,1300.8912354,277.5085144,0.87935459614,691.88397217,-1.2310488224,9366.9433594,3095.1098633,2960.8154297,193.79882812,0.20705746114,1606.6151123,2.3922421932,0.3408203125,0.062015555799,0.05078125,0.00244140625,1.4074825048,0.04351221025,0.74010181427,8.6005706787,2.0214476585,1.8998488188,8.4738576334e-06,0.71588677168,1.1630398035,4
35,14.503872871,3833.8464355,620.41253662,482.0614624,0.0,3.9966170788,539.98046875,15.784834862,6919.699707,782.51208496,488.35903931,0.0,4.2020015717,1308.0422363,15.325034142,10131.37207,1383.7244873,958.22753906,0.0,4.1427445412,1921.9395752,16.647089005,0.58642578125,0.055461384356,0.03173828125,0.0,4.2768549919,0.10546783358,0.68510627747,7.1652994156,2.5683398247,2.4576497078,0.0,0.30086809397,1.2154484987,4
36,1.2528004646,3717.8076172,1899.7623291,1887.9567871,319.40911865,0.011835272424,482.137146,0.47319409251,5533.0766602,1564.913208,1492.5321045,74.086708069,0.47673237324,652.28308105,-0.061093773693,9410.0097656,3605.4382324,3574.5117188,64.599609375,0.069906167686,1528.8049316,0.68462014198,0.2392578125,0.055695556104,0.05126953125,0.0,0.74573421478,0.030546430498,3.4566431046,7.5948767662,2.3520278931,2.4725606441,9.0950416052e-06,-1.1899490356,0.73636817932,4
37,-0.94059723616,3710.4462891,1173.27771,735.49523926,0.0,0.70029723644,875.94598389,1.5048369169,5671.7094727,798.85357666,394.78060913,0.0,1.3525619507,728.74914551,0.16401019692,9420.7763672,1697.6878662,559.86328125,0.0,1.2198066711,1883.722168,12.695128441,0.27392578125,0.023456759751,0.0146484375,0.0,3.1684355736,0.026503499597,0.94573521614,18.766778946,5.0201945305,4.4129633904,0.0,1.0557601452,3.3428866863,2
38,0.60597926378,3851.923584,2067.4951172,2016.9892578,456.25338745,0.3346105516,496.94836426,0.91108846664,5474.3300781,1618.1252441,1426.831665,107.77338409,1.0799583197,771.23193359,-0.029660901055,10174.438477,3417.2258301,3251.5136719,96.899414062,0.50791943073,1616.3294678,17.577087402,0.4619140625,0.047494847327,0.0361328125,0.0,3.2452995777,0.041812285781,0.1153178215,17.37610817,8.1432142258,8.481259346,7.3529561632e-05,-0.48831140995,3.1024918556,3
39,20.675577164,4051.0944824,670.94775391,653.90527344,279.2565918,4.238699913,374.49768066,30.943277359,7618.3505859,599.76605225,429.61779785,128.17703247,5.7042040825,1147.5231934,30.037038803,9797.6074219,999.05133057,818.26171875,279.93164062,5.5853090286,1474.1047363,31.142202377,0.7685546875,0.039897590876,0.01953125,0.00146484375,5.7327504158,0.11808591336,5.2225732803,18.313930511,9.8609981537,9.8717918396,0.00079125713091,-1.4340269566,2.4534962177,1
40,0.27686735988,3608.3969727,1062.4979248,982.51708984,0.0,0.69740432501,556.46038818,8.4466266632,5573.8168945,747.17034912,519.15344238,0.0,2.2051508427,586.86035156,1.5580149889,9474.609375,1470.8601074,559.86328125,0.0,1.4467358589,1535.5953369,9.6283712387,0.2548828125,0.03147977218,0.0234375,0.0,2.5138003826,0.0246902816,0.49220132828,8.3190393448,3.032791853,3.0700249672,0.0,-0.045169744641,1.1094169617,6
41,1.4994933605,3630.9562988,1861.5169678,1864.6478271,0.0,-0.21544532478,475.28720093,7.6510486603,5532.2734375,1502.4744873,1439.8052979,0.0,1.6567605734,530.86120605,1.1774212122,9377.7099609,3239.8056641,3068.4814453,0.0,0.80704307556,1367.1719971,23.312028885,0.42041015625,0.064492978156,0.0576171875,0.0,3.8321769238,0.036506246775,5.1298370361,13.243117332,2.5057580471,2.5083408356,0.0,1.1672546864,1.3447065353,6
42,3.6890897751,3571.2700195,1107.5919189,1046.7703857,419.94805908,1.4554519653,418.30801392,3.6154899597,4743.9526367,526.11791992,419.33560181,90.84526062,1.4416613579,363.97024536,10.262720108,8548.6816406,858.23321533,624.46289062,43.06640625,2.2633090019,850.10888672,8.2833929062,0.14453125,0.012273189612,0.00537109375,0.00048828125,2.7705638409,0.016409289092,-0.70490455627,16.310127258,5.16670084,4.2618060112,0.0058209453709,0.62396502495,4.046954155,1
43,-0.23644264042,3408.4291992,2151.1965332,2250.4316406,444.68264771,-0.59217911959,587.50048828,0.26901081204,4893.5708008,1498.1968994,1398.4539795,159.74554443,0.72463989258,759.28808594,-1.1119961739,8710.1806641,3390.2075195,3509.9121094,43.06640625,0.062734536827,1990.1920166,9.7544517517,0.38330078125,0.04194586724,0.03125,0.001953125,2.5511665344,0.036198690534,-0.58868360519,20.74017334,6.8386478424,6.3416023254,0.0011500874534,0.26661267877,3.710534811,3
44,0.090313762426,4230.8549805,1877.0180664,2018.8614502,347.4604187,-0.82419890165,504.79095459,4.6426730156,7724.6523438,1627.3664551,1654.4189453,225.88830566,0.79776221514,745.19482422,-0.23883278668,9862.2070312,3560.3789062,4069.7753906,161.49902344,-0.54239672422,1532.3942871,29.13779068,0.796875,0.066753320396,0.048828125,0.00244140625,3.3504853249,0.058027952909,0.61202049255,15.576504707,5.547911644,5.3687610626,1.1007176909e-05,0.54988086224,2.2753875256,2
45,-0.35235005617,3166.5622559,1927.3514404,1894.9755859,796.01721191,0.28839606047,367.18481445,1.6015741825,4847.3935547,1703.2830811,1563.4047852,315.7663269,1.135671854,693.32250977,-0.6752717495,7816.5527344,3742.4375,3703.7109375,279.93164062,0.10452821851,1370.1878662,10.754306793,0.43310546875,0.061076294631,0.0478515625,0.00244140625,2.7938973904,0.052252344787,2.6593866348,7.0841293335,2.2444834709,2.1828196049,0.014239207841,1.263530612,1.1348865032,3
46,5.0849175453,3061.4018555,1155.9522705,1061.9846191,642.47558594,1.9516723156,411.54879761,4.9073095322,3832.7380371,822.87921143,653.42150879,265.33511353,2.1013739109,496.30712891,5.9722924232,7945.7519531,1563.9467773,1313.5253906,161.49902344,2.250677824,979.04577637,2.9686796665,0.20556640625,0.036413114518,0.02490234375,0.00439453125,1.8462104797,0.031377315521,7.771241188,11.876896858,2.5321428776,2.5240106583,0.016032721847,1.4861240387,1.2654018402,4
47,0.19885843992,3873.6064453,2538.5087891,2483.9782715,265.74822998,-0.42379540205,615.79364014,1.5100593567,6476.7958984,2308.8930664,2081.6696777,202.62019348,0.99157214165,1003.3511353,-0.63883399963,10056.005859,5115.2485352,4748.0712891,247.63183594,0.24587191641,2098.579834,15.673997879,0.6259765625,0.073380626738,0.05078125,0.0029296875,3.445391655,0.080235376954,0.99822473526,19.299314499,5.9476103783,5.3664684296,8.9154898888e-05,1.0511578321,3.4980032444,2
48,1.0905567408,3479.1401367,2307.2353516,2229.5617676,1572.0595703,1.0306993723,357.44433594,2.2002487183,6155.9960938,1871.9831543,1566.300415,674.6852417,1.5010834932,803.0793457,0.093725509942,9087.0117188,4242.6518555,4015.9423828,1130.4931641,0.76328516006,1591.5922852,4.4929914474,0.34716796875,0.060246773064,0.05029296875,0.0029296875,1.7554209232,0.043959222734,-0.32160019875,17.384925842,8.8964862823,7.4440836906,0.0014219996519,0.97538888454,3.1547622681,5
49,2.2093968391,3714.3779297,1419.7757568,1274.5701904,0.0,1.3967058659,620.02496338,7.1573648453,5489.5932617,829.40905762,610.12133789,0.0,2.4333255291,672.42175293,4.3992218971,9280.8105469,1538.7106934,839.79492188,0.0,2.0469551086,1770.3461914,12.17779541,0.31201171875,0.024429697543,0.013671875,0.0,2.9018568993,0.028865996748,6.0019493103,8.9207868576,0.91768532991,0.48555094004,0.0,2.2774913311,1.127882123,4
50,16.899543762,4325.6704102,516.56207275,325.66748047,208.7283783,4.1542358398,680.6159668,34.876792908,7720.0693359,315.97592163,118.42141724,68.227264404,5.8932933807,997.62384033,22.715694427,9808.3740234,496.14810181,118.43261719,53.833007812,4.9385113716,1712.6085205,83.808418274,0.77880859375,0.01580878906,0.005859375,0.00341796875,9.0491762161,0.072060190141,-1.101066947,15.035331726,5.415140152,5.3190593719,0.00082536670379,0.047596443444,3.2042489052,6
51,0.98721289635,3678.4785156,1396.3236084,1208.5236816,0.0,1.2000021935,559.51190186,4.1490106583,5512.2358398,884.55584717,703.05584717,0.0,1.7646261454,534.22259521,2.7617282867,9377.7099609,1767.4604492,1313.5253906,0.0,1.6441440582,1399.7150879,4.4560527802,0.17578125,0.027337804437,0.02294921875,0.0,1.701112628,0.019836261868,3.8396863937,14.663654327,2.814697504,2.3703849316,0.0,1.5881795883,1.912150383,4
52,1.0157198906,3429.3696289,1506.5777588,1469.8598633,249.48287964,0.78568428755,607.57336426,1.8853634596,5555.3789062,1287.5671387,1107.8662109,37.815727234,1.3367003202,986.85705566,1.3274410963,9313.1103516,2600.4030762,2583.984375,32.299804688,0.99330300093,1921.8214111,2.8970046043,0.3330078125,0.047365751117,0.01953125,0.0009765625,1.8749291897,0.063689485192,-0.37373042107,17.521150589,4.5487923622,4.0203461647,3.0873908941e-07,0.65300369263,3.910330534,2
53,-0.27906391025,3654.2739258,1840.8603516,1820.788208,520.96588135,0.33818987012,491.53918457,0.56693404913,5650.5522461,1714.7678223,1569.3647461,150.78167725,0.82685053349,655.7411499,-0.15586847067,8688.6474609,3496.248291,3639.1113281,183.03222656,0.3931877315,1444.8847656,1.9690506458,0.44091796875,0.10060621053,0.087890625,0.0029296875,1.1991311312,0.054876662791,131.12496948,13.596331596,0.37038472295,0.25065490603,0.0055682067759,6.7514858246,0.39850652218,1
