"('spectral_bandwidth', 'kurtosis', '01')","('spectral_bandwidth', 'max', '01')","('spectral_bandwidth', 'mean', '01')","('spectral_bandwidth', 'median', '01')","('spectral_bandwidth', 'min', '01')","('spectral_bandwidth', 'skew', '01')","('spectral_bandwidth', 'std', '01')","('spectral_centroid', 'kurtosis', '01')","('spectral_centroid', 'max', '01')","('spectral_centroid', 'mean', '01')","('spectral_centroid', 'median', '01')","('spectral_centroid', 'min', '01')","('spectral_centroid', 'skew', '01')","('spectral_centroid', 'std', '01')","('spectral_rolloff', 'kurtosis', '01')","('spectral_rolloff', 'max', '01')","('spectral_rolloff', 'mean', '01')","('spectral_rolloff', 'median', '01')","('spectral_rolloff', 'min', '01')","('spectral_rolloff', 'skew', '01')","('spectral_rolloff', 'std', '01')","('zcr', 'kurtosis', '01')","('zcr', 'max', '01')","('zcr', 'mean', '01')","('zcr', 'median', '01')","('zcr', 'min', '01')","('zcr', 'skew', '01')","('zcr', 'std', '01')","('rmse', 'kurtosis', '01')","('rmse', 'max', '01')","('rmse', 'mean', '01')","('rmse', 'median', '01')","('rmse', 'min', '01')","('rmse', 'skew', '01')","('rmse', 'std', '01')",genre_top
-0.6968794465100001,3596.0944824000003,1713.8786621,1884.7141112999998,0.0,-0.43603658676000007,731.75341797,-0.8672106862100001,5689.0307617,1546.1816406,1656.3895264,0.0,0.060837823898,927.66088867,-1.0180734396,9539.2089844,3334.6074219,3746.7773438,0.0,-0.30604055524,1923.1837158,5.660423755599999,0.31982421875,0.049328312278000004,0.03759765625,0.0,1.9933053255000002,0.045731835067,0.8484497070300001,12.806426047999999,4.5724439620999995,4.506477356,0.0,0.28162693977,2.0272531509,Electronic
-1.1188582182,3121.8417969,1322.4501953,1310.7113037000001,222.62783813,0.24119886755999997,714.10107422,-0.27890244125999997,3992.9628905999994,971.22064209,716.18933105,91.992744446,0.79405224323,684.9453125,-0.59098398685,7504.3212891,2132.986084,1485.7910156,118.43261719,0.7162085175499999,1704.3039551,9.85181427,0.26513671875,0.028751725331,0.01953125,0.001953125,2.5930423737,0.028241474181,-0.79287171364,14.295523643,7.492224693300001,8.261428833,0.024697255342999998,-0.44301393627999996,3.2657780647,Electronic
22.48500061,3621.6923828000004,923.58007812,858.58081055,443.27026367,4.5549349785,391.68344116,32.90958786,6016.6879883,724.70129395,598.04797363,227.3480835,5.7364664078,794.30126953,27.677423476999998,9420.7763672,1318.6535645,1119.7265625,290.69824219,5.1863188744,1313.0307617,34.539321899,0.4169921875,0.035529479384,0.02685546875,0.00341796875,5.8403897285,0.053082756698,2.8125033379000004,8.9735050201,1.4525933266,1.1537392139,0.00026533249184,1.4886341095,1.1097556353,Classical
6.6609683037,3646.0375977,982.93756104,879.74578857,0.0,1.8400447369,419.73495483,26.064477920999998,5731.78125,585.51763916,514.54406738,0.0,3.6508803368000002,382.48553467,17.300294876,9485.3759766,1039.4156494,872.09472656,0.0,3.0964031219,893.7434082,40.263175964,0.27001953125,0.021926689893,0.0166015625,0.0,5.1232266426,0.021213075145999998,-0.7756857872,19.232563019,6.2984828949,6.0172724724,0.0,0.3054266572,3.9455080032,Pop
5.68207407,4006.1555175999997,1297.9570312,1378.7645264,421.32827759,0.8817749619499999,452.52624512,69.181610107,7476.776367199999,958.51373291,927.84313965,274.35992432,6.5575246811,513.48529053,38.922809601,9733.0078125,1580.7558594,1496.5576172,333.76464844,5.3013682365,955.57092285,194.16461182,0.75439453125,0.047305282205,0.04248046875,0.0126953125,12.654788970999999,0.040007833391,0.43371844291999995,6.8733668326999995,2.3627839088,2.2306075096,0.00080267561134,0.45449346304,1.1995749474,Instrumental
-0.7601775527,3197.2939453000004,1327.8406982000001,1477.9459229000001,466.07183838,-0.51416617632,336.32955933,5.8922595978,5625.7734375,934.57836914,1061.5368652,199.77445984,0.31607818604000004,341.7444458,-0.7055367827399999,9431.542968799999,2086.9328613,2551.6845703000004,290.69824219,-0.22812619805,991.62133789,8.535270690900001,0.224609375,0.032541289926,0.03271484375,0.0048828125,1.1903749704000002,0.013509975746,3.301258564,4.9872498512,1.8368523121,1.8260121346,9.380803931e-06,0.016142591834,0.42402446270000005,Electronic
-0.15476937592,3487.3957520000004,1555.6774902,1467.8248291,595.97027588,0.64105725288,532.98999023,1.3052009344,5522.1459961,1349.1962890999998,1209.4892578,267.60995483,1.0901050568000001,643.54730225,0.73771196604,9636.1083984,2767.5407715,2411.71875,290.69824219,1.0028069018999999,1475.8708496,4.1647267342,0.30712890625,0.056027948855999994,0.05029296875,0.00341796875,1.5691599846000002,0.035368993878,1.4749584197999999,8.948347091699999,1.8374937773,1.6807256937000001,5.7889457821000004e-05,0.93359833956,1.0895092487,Country
-0.35804349184,3576.3620604999996,1460.2419434,1377.8596191,494.5682373,0.6275807023,415.57095337,2.0334019661,5555.0078125,1027.4854736,953.81005859,261.79153442,1.0872437954,415.2543335,-0.040692061186,9743.7744141,2160.1738281,1927.2216797000003,258.3984375,0.799515903,1182.5133057,6.2699160576,0.2080078125,0.034553255886,0.03271484375,0.001953125,1.5282334088999998,0.01866925694,1.2195792198,8.1758699417,2.2491481304,2.175280571,5.3697945986999995e-05,0.70439213514,0.95629817247,International
-0.4532661438,3658.0976562,1531.8126221,1567.9432373,0.0,-0.017863331362999998,481.15301514,3.3902571201,6557.5629883,1314.260376,1266.0366210999998,0.0,0.69560933113,534.84729004,0.59788560867,10023.706055,2686.404541,2691.6503906,0.0,0.32529199123,1219.9960938,1.5165957212,0.23095703125,0.053573030977999994,0.0517578125,0.0,0.8364059329000001,0.028653243557000004,-0.090979337692,10.859279633,3.4916820526,3.4403438568,0.0,0.28260731696999997,1.7872154713,Soul-RnB
2.3702042103,3635.3444824000003,1591.1450195,1597.1734619000001,0.0,-0.31245863438,372.15359497,21.244823456,6021.295410199999,1387.666748,1386.8774414000002,0.0,2.492429018,482.11380005,6.2880120277,9862.207031200001,2918.5297852,2885.4492188,0.0,0.9956626296,1013.5949707000001,24.704198837,0.4609375,0.058912374079,0.05712890625,0.0,2.8588182926,0.028169607744,1.5466065407,13.918527603,7.1355309486000005,7.1917171477999995,0.0,-0.62772989273,2.158520937,Rock
0.056343976408,4142.291503900001,2149.5834961,2273.5283203000004,0.0,-0.44611915946,624.33148193,0.78936034441,7238.316406199999,2252.986084,2097.6052246,0.0,0.9965450763700001,1298.0650635,-0.9063259363200001,9657.6416016,4484.7475586,5038.7695312,0.0,-0.29753744602,1996.8255614999998,1.3269481659,0.75146484375,0.14703033864,0.08740234375,0.0,1.5875064134999999,0.16683211923,-0.22622346878000002,16.460472107,5.6783189774,5.6404352187999995,0.0,-0.068133838475,2.7367007732,Electronic
1.5561543703,4091.5251465000006,1731.1502686000001,1635.2689209,0.0,0.8413473367700001,453.63067627,19.114156723,7381.0708008,1416.2242432,1241.3939209,0.0,3.3747134208999996,748.00488281,3.3629970550999997,10260.571289,3006.1887207,2594.7509766,0.0,1.4093427658000002,1479.852417,67.67229461699999,0.80517578125,0.060250010341,0.04931640625,0.0,7.207870483400001,0.065343409777,0.69584441185,11.828246117,5.3129186630000005,5.2746763229,0.0,-0.16848717629999999,1.9283827543,Country
0.73449289799,3085.9838867,1704.279541,1723.7255859000002,928.47302246,-0.060215339065,253.26377869,1.0539759398000002,3019.7006836,1575.5551758,1574.8092041,647.5803833,0.30164900421999996,259.64932251,0.9803835749600001,7116.723632800001,3273.0969238000002,3294.5800781,1313.5253906,0.06369500607300001,654.5133667,7.6126623154,0.23974609375,0.077137358487,0.0751953125,0.01708984375,1.6600737572,0.018302915618,-1.1184922457,22.948705673000003,13.586874962000001,16.320980072,0.00028361298610000003,-0.56290441751,5.3968935013,Experimental
15.766199112,3616.9685059,802.98327637,752.95239258,0.0,3.4067921638,399.93856812,115.57015991,5571.3930664,601.06365967,590.37042236,0.0,8.161108970599999,297.73800659,49.007297516,9463.8427734,1147.9766846,1098.1933594,0.0,6.0064439774,726.5189209,2.9349966049000002,0.103515625,0.035160224885,0.03662109375,0.0,-0.9615035057100001,0.010991197079,0.6381824016600001,5.376366615299999,2.7033646107,3.0288722514999997,0.0,-1.2119020224,1.1548496485,Classical
0.33248966931999996,3271.4621582,1727.9855957000002,1802.3078612999998,609.31207275,-0.59541738033,351.94491577,1.5638291836000002,5988.7807617,1494.4052734000002,1489.6300049000001,308.04077148,0.6455932855600001,617.1081543,-0.39292168617,9754.5410156,3178.2177734,3402.2460938,118.43261719,-0.13838689029,1258.9008789000002,5.0950741768,0.37646484375,0.054091300815,0.04150390625,0.00146484375,1.8842493296,0.044109079987000005,-0.50365781784,18.890766144,9.9300384521,10.613837242,5.5107848311000004e-05,-0.5349223613699999,3.9137837887,Hip-Hop
-0.59254980087,3623.1606445,1569.3740234000002,1520.6097412000001,405.61828613,0.34596943854999995,570.8684082,1.5350756644999999,5686.607421899999,1214.0577392999999,1059.6539307,122.74666595,1.1451002359,676.00506592,-0.50607174635,9549.9755859,2687.8295898,2390.1855469,107.66601562,0.60710388422,1606.7176514,8.2184963226,0.31982421875,0.038778021932,0.02978515625,0.0029296875,2.3016600609,0.033007539809,-0.02857208252,12.004716873,3.3711636066,3.3074758052999997,9.3867820397e-06,0.5321313738800001,1.9990264177000001,Soul-RnB
0.15489120781,3343.0102539,974.21777344,883.0322876,272.94589233,0.75241518021,529.74163818,18.875110625999998,5805.4536133,696.70806885,410.49603271,89.768981934,3.8044979572,816.42596436,5.879236698200001,9560.7421875,1365.7510986,473.73046875,32.299804688,2.020595789,1486.6130371,44.46810150100001,0.548828125,0.029275132343000002,0.01416015625,0.0,6.5295572281,0.066237710416,1.4624190331,9.4267539978,2.9277927876,2.789560318,6.1304810515e-05,0.66136705875,1.2355952262999998,Experimental
0.61679649353,4369.482910199999,1695.8040770999999,1403.8587645999999,0.0,0.9392028451000001,924.23944092,3.214240551,7755.552246100001,1278.8944092,848.7689209,0.0,1.8569495678,1180.3137207,1.2307959795,10583.569336,2722.1843261999998,1593.4570312,0.0,1.4800319672,2657.7023925999997,61.679218292,0.73974609375,0.029188290238,0.0166015625,0.0,5.235977649700001,0.037938863039,-0.5705816745800001,12.673077583,4.4066648483,4.8146772385,0.0,-0.006821124348800001,2.4311106205,International
-0.7926453351999999,2817.5119629,1374.8422852,1373.4093017999999,570.41796875,0.028576554731,283.55929565,0.033539228141,2824.9104004,988.52246094,914.10418701,171.79594421,0.66546785831,423.51242065,-1.0452451706,6589.1601562,2072.4375,2067.1875,150.73242188,0.11261168867,1085.1737061,4.3267736435,0.18798828125,0.033847488463,0.02734375,0.00244140625,1.6691459416999999,0.024423154071,2.2404093742,22.286329269,5.3937549591,4.0521206856,0.0012959518935999998,1.5509567261000001,4.1643333435,Hip-Hop
-0.52443951368,3728.2575684,1845.4672852,1897.3251952999997,480.98922729,-0.14694064856,592.54406738,0.23934040964000003,6940.331054699999,1596.190918,1319.1114502,222.07450867,0.84744912386,913.74291992,-1.1684777737,8710.1806641,3382.4414062,3057.7148438,193.79882812,0.27213585377,1942.8183594,2.6075685024,0.38134765625,0.071577250957,0.046875,0.00390625,1.7500549555,0.06486235559,5.4095277786,14.801104546,2.8453059196,2.3853363991,0.0010767868952999999,1.6574835777,2.0620493889,Soul-RnB
-0.045994628221000006,3467.9858398,1016.7772827,974.97491455,414.62054443,0.49644678831,278.21353149,21.972824096999997,5175.178222699999,796.48321533,767.33123779,344.36630249,1.6581077575999998,180.14900208,20.6667099,9377.7099609,1153.5473633,1065.8935547,462.96386719,2.2817554474,388.99746704,2.7062134743,0.18017578125,0.044636532664,0.04248046875,0.00927734375,0.7135027647,0.013683350757,0.94104957581,11.292040825,2.4738163948,1.9538339376,0.00053307181224,1.1240216494,2.0001125336000003,Folk
-0.67487549782,3564.9943848000003,1193.6942139,1212.9560547,297.85873413,-0.13757781684,334.75564575,-0.0019712406211,5581.7236328,942.08288574,899.112854,105.76831055,0.5019270777699999,435.66189575,-0.67287510633,9420.7763672,1957.2720947,1970.2880859000002,53.833007812,0.20336656272,989.57391357,2.6746332644999997,0.2802734375,0.039117347449,0.03173828125,0.00244140625,1.3570266962,0.027902163565000002,0.6377081871,13.918936729,3.6845459938,3.3168370724000003,6.6000589868e-05,0.91250556707,2.1896278858000002,Soul-RnB
2.634444952,4536.8334961,1534.1394043,1395.3708496,730.59405518,1.6077464819,472.24841309,27.661144256999997,8604.3652344,1513.2857666,1305.6496582,368.0362854,4.3134632111,910.91687012,6.8519320488,10648.168945,2927.1164550999997,2519.3847656,193.79882812,2.2341594696000002,1485.4089355,56.423957825,0.87646484375,0.084013037384,0.06982421875,0.00390625,6.6694192886,0.08458371460400001,-0.7135698795300001,14.416283607,6.1537470818,6.477935791,7.6505330071e-06,-0.17330054939,2.7729539870999997,Blues
-0.52137136459,2900.0075684,1992.9085693,1946.706665,887.93572998,0.040350940078,345.5763855,-0.32884997129,4221.0859375,1949.2281494000003,1827.0036621,324.98428345,0.42243328691,753.06427002,-0.09070938080499999,7267.456054699999,4086.5422363000007,3994.4091796999996,193.79882812,-0.0983408764,1270.0917969,0.42696127295,0.3623046875,0.086191006005,0.06298828125,0.0,1.0492737293,0.071219168603,1.3603901862999999,11.35319519,2.5452551841999997,1.7592830658,0.27188038826,1.4109400511,2.2404360771,Hip-Hop
0.3766747117,3350.9924316,1305.5430908,1210.7796630999999,405.37176514,0.8584300875699999,494.47329712,3.5068910122,5567.8178711,877.21026611,784.59368896,109.39846039,1.3495832682,458.16845703,1.6070441008,9829.9072266,1730.473877,1539.6240234000002,75.36621093800001,1.0546371937,1060.0881348,27.79410553,0.36962890625,0.032272335142,0.02783203125,0.00244140625,3.5120234489,0.023213624954,0.7663753032699999,9.5398159027,2.1060929298,1.9702051878,3.2325751818000006e-05,0.7614351511,1.1711308956,Country
14.09457016,3576.6137695,1104.6422119000001,1044.487915,0.0,2.7127547264,362.3626709,45.817501068,5782.0229492,774.72564697,710.14050293,0.0,5.9525351524,452.26016235,25.997514725,9560.7421875,1561.7977295,1410.4248047,0.0,4.197842598,984.07501221,74.498146057,0.41552734375,0.032912649214,0.02880859375,0.0,7.8775968552,0.030582131818,4.0046739578,17.103368759000002,5.0887131691,5.1210274695999995,0.0,-0.08502521365900001,1.6820394993,Country
1.4457222223,4008.3256835999996,1797.467041,1707.638916,639.05096436,0.99361526966,530.63079834,5.9917554855,7524.362304699999,1795.201416,1518.1351318,490.12142944,2.1973288059000002,1080.3144531,1.0710988045,9819.140625,3534.2729492,3251.5136719,516.796875,1.0967152118999999,1873.3203125,14.396665573,0.7490234375,0.090827964246,0.05908203125,0.0048828125,3.3981544970999997,0.09692517668,0.034868955612,12.344218254000001,4.2876644135,4.3402323723,7.418680616e-05,-0.084687568247,1.9561839103999998,Hip-Hop
1.3885833025,3422.0637206999995,1377.0087890999998,1291.2556152,581.7510376,1.1731096506,409.88269043,6.102304935499999,5608.9614258,954.17053223,781.77410889,272.23693848,2.393525362,659.83752441,1.2896581888,9345.410156200001,1878.4288329999997,1475.0244140999998,161.49902344,1.3898609877,1417.5671387,21.478860855,0.40478515625,0.034355007112,0.02294921875,0.00439453125,4.243314743,0.041579674929,0.61466526985,10.039999962000001,4.4013099669999995,4.5708007812,6.160587508899999e-05,-0.6477164030100001,1.5805280209,Folk
0.8646171689,3626.6699219000006,1597.9389648,1590.8134765999998,0.0,-0.090730145574,467.32424927,3.0716073513,5573.2661133,873.75927734,750.31341553,0.0,1.3705561161000002,506.73104858,0.17923980951,9399.2431641,1749.3319092,1227.3925781,0.0,1.0734876394,1481.369751,47.861873627,0.37158203125,0.017925461754,0.013671875,0.0,4.6471390724,0.016468599439,1.5705127716,19.3391819,10.426163673,11.779690742,0.0,-1.5819122791,3.7594089507999997,Pop
30.797336578000003,3648.1450195,743.41021729,697.50427246,0.0,4.8451747894,298.48638916,190.06365967,5631.131347699999,635.82080078,617.88970947,0.0,10.234454155,218.74603271,124.98400879,9776.074218799999,1173.7252197,1130.4931640999998,0.0,9.3667211533,496.27572632,1.187136054,0.1171875,0.040187619627,0.0400390625,0.0,-0.078274473548,0.013130996376000001,0.46603512764,5.0118455887,2.2833425999,2.2671914100999997,0.0,-0.25156098604000005,0.93133598566,Classical
4.9245843887000005,2159.9567871,605.31719971,521.73901367,263.81082153,2.1393988132,260.52633667,11.117178917,2055.3959961,262.6746521,188.39851379,69.198913574,2.9374258518,208.71269226,13.687796593,4866.5039062,406.40267944,226.09863281,53.833007812,3.5179765224,539.98956299,10.151302337999999,0.08984375,0.013156173751,0.01025390625,0.0009765625,2.5402855873,0.0092891249806,2.1348199844,10.889904975999999,3.1047072411000003,2.8973209858,0.48223817348000003,1.1328703165,1.4131379128000001,Instrumental
2.194974184,3392.8203125,1268.2841797,1251.5405273,426.42047119,0.44282126427,262.14978027,8.0648593903,5496.2231445,1143.9266357000001,1101.6865234000002,173.18814087,1.4459633827,362.45419312,4.3319511414,9517.675781200001,2232.7055664,2067.1875,139.96582031,1.0573433638,740.45623779,8.9504108429,0.29296875,0.058202866464999996,0.05615234375,0.001953125,1.889996767,0.025987103581,0.36586117744,11.698207855,3.5800549983999996,3.2678742409,4.0047820221000004e-05,0.6844462156300001,1.7174625397,Folk
10.378312111,3551.6552733999997,1698.2752686000001,1688.6556395999999,0.0,-2.2165780067,346.01119995,4.639779090899999,5512.5,1306.5030517999999,1216.3945312,0.0,0.5659608840899999,410.15899658,2.4961845875,9377.7099609,2819.9094238000002,2670.1171875,0.0,0.26578420401,889.10144043,0.7521666288400001,0.1484375,0.035170216113,0.03173828125,0.0,0.85209602118,0.021798595786,0.10352587699999999,8.6884803772,3.4907326698000003,3.5825309752999996,0.0,-0.31844651699,1.4286578894,Electronic
1.2869104147,3620.6286621,1263.6580811,1103.2142334,0.0,1.1938852072,650.52947998,8.4900331497,6809.353515600001,1065.9395752,807.69873047,0.0,2.5653803349,859.43170166,4.0391936302,9754.5410156,1974.9770508000001,1345.8251953,0.0,1.9969397783,1804.12146,23.576698303,0.7705078125,0.055513575673000005,0.0390625,0.0,3.8483326435,0.056068204343,8.4893989563,8.6980485916,0.8394569158600002,0.60963600874,0.0,2.138698101,0.8103260994,Experimental
-1.3762959242,3263.6621094,1910.5939941,1863.6024170000003,573.85980225,0.071463577449,694.97015381,0.51178783178,5410.9262695,1903.1380614999998,1493.161377,386.67514038,1.1791357994,1200.1854248,-1.1688511372,8893.2128906,3868.5515136999993,3176.1474609,624.46289062,0.46263349056,2364.9697266,3.1407215594999998,0.43408203125,0.099691085517,0.07421875,0.00732421875,1.8946892023,0.079975612462,5.2627954482999995,13.833264350999999,3.1259803772000003,2.9575376511,0.00042900905827999997,1.5230109691999998,1.7334228753999998,Folk
5.4347443581,3647.5351562,906.09735107,880.92681885,0.0,1.0502980947,238.92633057,14.453909874,5617.074707,690.7298584,666.1541748,0.0,1.6790143250999998,284.88180542,11.51921463,9474.609375,1317.1534424000001,1324.2919922,0.0,1.2202937603,552.38104248,0.8276610374500001,0.2333984375,0.038148552179,0.0341796875,0.0,0.9359651207899999,0.023425731808000002,1.4654760361,6.942751884500001,1.2474991083,0.93145728111,0.0,1.3197668791,1.0303702354000002,Classical
2.8179931641000002,3381.6801758,1068.0776367,919.66162109,406.62820435,1.6989508866999998,528.26159668,9.9648485184,5716.9853516,683.37097168,550.25933838,92.330406189,2.8757228851,566.23321533,8.5071258545,9657.6416016,1249.7078857000001,882.86132812,53.833007812,2.8340549469,1278.9456787000001,16.046117783,0.3515625,0.031028693542,0.02294921875,0.0009765625,3.300586462,0.031992878764999996,0.58646130562,13.954546928,4.4188809395,4.1698069572000005,1.6604148186e-05,0.69942754507,2.4591312408,Electronic
-1.0170087814,3692.921875,1185.4099121,808.82794189,171.17158508,0.58894878626,907.14544678,9.3516206741,5823.215332,760.43615723,371.93780518,30.987787246999996,2.6993067264999997,850.92901611,1.1636828184,9097.7783203,1657.5777587999999,516.796875,32.299804688,1.5353957415000001,2099.7180175999997,77.90931701699999,0.5380859375,0.021521508694,0.0146484375,0.001953125,7.7652244567999995,0.034715071321,0.44959640503,11.105710983,4.0840263367,3.7627980708999997,0.00029771056143,0.79056185484,2.1720585823,Instrumental
-0.53506934643,3602.2443848000003,1634.401123,1768.5014648,0.0,-0.36015939713,674.54504395,-0.17267532647,5511.5654297,1328.652832,1337.9775390999998,0.0,0.28350919485,709.04571533,-0.37696841359,9399.2431641,2916.7434082,3046.9482421999996,0.0,0.15337471664000002,1607.6676025,1.7274870871999999,0.32763671875,0.053191889077,0.041015625,0.0,1.1766269207,0.039048690349,-0.7884781360600001,25.738639831999997,11.72015667,12.09431839,0.0,-0.034148346633,5.087284565,Electronic
2.4495906830000003,3926.5422363000007,964.07000732,661.72918701,262.53121948,1.8642787933000002,794.29229736,9.133921623200001,6786.110839800001,755.5291748,270.77832031,68.732070923,3.1946418285000004,1498.503418,6.6759152412,10206.738281,1234.8294678,301.46484375,64.599609375,2.7921249866,2443.0908203000004,11.185771942,0.81396484375,0.051515970379,0.0078125,0.00244140625,3.5520513057999996,0.15140405297,-1.3533619641999999,16.157295227,7.1901426315,9.197160720800001,0.0009481079177899999,-0.51320052147,4.1711168289,Hip-Hop
-0.51239329576,3626.6911621,1951.1745605,1836.2056885000002,0.0,0.45260983706,650.26202393,2.5581331253,6336.3793945,1509.447876,1358.7796630999999,0.0,1.328482151,759.75775146,-0.10719066858,9819.140625,3419.1713867,3186.9140625,0.0,0.6562914252300001,1854.3227539000002,18.520139694,0.458984375,0.05099927634,0.04443359375,0.0,3.2475779057,0.035548854619,0.9903063774099999,15.532793999,4.6583018303,4.4266138077,0.0,0.7442913055399999,2.2425742149000003,Jazz
